frame;label;landmark_0_x;landmark_0_y;landmark_0_z;landmark_1_x;landmark_1_y;landmark_1_z;landmark_2_x;landmark_2_y;landmark_2_z;landmark_3_x;landmark_3_y;landmark_3_z;landmark_4_x;landmark_4_y;landmark_4_z;landmark_5_x;landmark_5_y;landmark_5_z;landmark_6_x;landmark_6_y;landmark_6_z;landmark_7_x;landmark_7_y;landmark_7_z;landmark_8_x;landmark_8_y;landmark_8_z;landmark_9_x;landmark_9_y;landmark_9_z;landmark_10_x;landmark_10_y;landmark_10_z;landmark_11_x;landmark_11_y;landmark_11_z;landmark_12_x;landmark_12_y;landmark_12_z;landmark_13_x;landmark_13_y;landmark_13_z;landmark_14_x;landmark_14_y;landmark_14_z;landmark_15_x;landmark_15_y;landmark_15_z;landmark_16_x;landmark_16_y;landmark_16_z;landmark_17_x;landmark_17_y;landmark_17_z;landmark_18_x;landmark_18_y;landmark_18_z;landmark_19_x;landmark_19_y;landmark_19_z;landmark_20_x;landmark_20_y;landmark_20_z;landmark_21_x;landmark_21_y;landmark_21_z;landmark_22_x;landmark_22_y;landmark_22_z;landmark_23_x;landmark_23_y;landmark_23_z;landmark_24_x;landmark_24_y;landmark_24_z;landmark_25_x;landmark_25_y;landmark_25_z;landmark_26_x;landmark_26_y;landmark_26_z;landmark_27_x;landmark_27_y;landmark_27_z;landmark_28_x;landmark_28_y;landmark_28_z;landmark_29_x;landmark_29_y;landmark_29_z;landmark_30_x;landmark_30_y;landmark_30_z;landmark_31_x;landmark_31_y;landmark_31_z;landmark_32_x;landmark_32_y;landmark_32_z
12;caminar_hacia_atras;0.502073824;0.348746747;0.12351986;0.499023706;0.341520756;0.104386248;0.496895313;0.341128528;0.104351506;0.494633347;0.340751857;0.104343943;0.504129529;0.342514902;0.103646494;0.505671144;0.34289977;0.103634767;0.507231176;0.343145847;0.103589036;0.490543902;0.345148623;0.039554309;0.510237634;0.346070141;0.034456979;0.498833925;0.356094897;0.103578143;0.505014718;0.358022511;0.101909086;0.468873352;0.394566506;-0.002880491;0.527192175;0.395610422;0.011523842;0.436511159;0.430084765;-0.014917449;0.566946208;0.415031374;-0.036708269;0.409103066;0.451285332;-0.022517135;0.607708633;0.434209228;-0.087502599;0.397813767;0.454306036;-0.036461726;0.615491927;0.441082627;-0.099940069;0.397683948;0.453666478;-0.032115318;0.615042984;0.439306289;-0.098996185;0.401627451;0.454984814;-0.019779989;0.611975491;0.43843478;-0.087409854;0.48277241;0.538771987;-0.020334486;0.515097141;0.5378685;0.02021479;0.486103177;0.652675748;-0.035992358;0.50761801;0.646710515;0.062183667;0.493629456;0.772932231;-0.015898887;0.500594795;0.737447739;0.125698984;0.494653195;0.794940948;-0.015368747;0.50003463;0.751749337;0.131083891;0.487945884;0.772450507;-0.058095597;0.495822519;0.744883418;0.099250644
13;caminar_hacia_atras;0.502389848;0.350951105;0.118569747;0.499600589;0.343609095;0.099452853;0.497576386;0.343206078;0.099414907;0.495401889;0.342808515;0.099405661;0.504438281;0.344620407;0.098953418;0.50597924;0.344984293;0.098947003;0.507559597;0.345215678;0.098903999;0.491307229;0.347115457;0.035141032;0.510379612;0.348275483;0.031117201;0.499519646;0.358274549;0.098870128;0.505191982;0.360063195;0.097516455;0.46947825;0.395968914;-0.005575144;0.527239203;0.397316188;0.009633961;0.438029587;0.432021797;-0.011623848;0.566602111;0.418269843;-0.03391223;0.410985738;0.453770667;-0.014274011;0.606820524;0.438530952;-0.07972353;0.399864584;0.457238615;-0.028272968;0.614364207;0.444148064;-0.091717921;0.399347723;0.456371069;-0.023263328;0.613694012;0.442587763;-0.091061324;0.403277904;0.457551569;-0.011259143;0.610757768;0.44232893;-0.079617657;0.482887655;0.539079487;-0.020274656;0.514968872;0.538118362;0.020153636;0.486147434;0.651714385;-0.036853608;0.507652819;0.643267989;0.071375601;0.493557245;0.772495151;-0.017877659;0.501092136;0.731384456;0.143476918;0.494658828;0.79460901;-0.017378705;0.500641406;0.745184183;0.150109068;0.487961173;0.772432685;-0.059749432;0.496756345;0.73811841;0.123390533
14;caminar_hacia_atras;0.502880275;0.352323681;0.13552089;0.500322104;0.344794631;0.118520603;0.498431683;0.344397992;0.118474297;0.496354669;0.343980312;0.118466847;0.50494206;0.345708877;0.117351636;0.506482303;0.346026987;0.117354847;0.508073211;0.346213341;0.117311195;0.492386043;0.347833186;0.056155663;0.51071161;0.349179983;0.049305465;0.500254095;0.359692961;0.115862258;0.505517304;0.361329228;0.113714442;0.471301079;0.396101534;0.017276678;0.527278662;0.397979081;0.017163545;0.439324349;0.432720363;0.015862988;0.566717327;0.421785176;-0.024531992;0.413448662;0.454775363;0.019809701;0.606152475;0.442475736;-0.062749334;0.402174383;0.458533704;0.009939741;0.613222718;0.448181808;-0.073811173;0.401853889;0.4579041;0.013701705;0.612584054;0.447134525;-0.072248131;0.405966222;0.458903372;0.022374723;0.609824955;0.446716845;-0.062277555;0.48322767;0.536856949;-0.012942139;0.514780998;0.53608644;0.012771978;0.486438543;0.646504939;-0.029255662;0.507674456;0.640094995;0.024584888;0.493416756;0.767164707;-0.00973476;0.500658095;0.730211616;0.058204297;0.494523436;0.786474764;-0.009526219;0.500051856;0.74384135;0.061168231;0.488329828;0.773094177;-0.048733715;0.497527778;0.75042218;0.029814733
15;caminar_hacia_atras;0.503687561;0.351595879;0.143390924;0.50140065;0.344181269;0.126859695;0.499708265;0.34373492;0.126814142;0.497765005;0.34326604;0.126807243;0.505794108;0.345142543;0.125747249;0.507278621;0.345439523;0.125752687;0.508862674;0.34564051;0.125713229;0.493898571;0.34698537;0.065244652;0.511309266;0.348856866;0.058872901;0.501218617;0.358838528;0.123908572;0.506127059;0.360632241;0.121855684;0.472854972;0.395563692;0.025302172;0.527176738;0.397996694;0.025470665;0.4402695;0.432538301;0.018493025;0.565758169;0.422826797;-0.015296799;0.41583544;0.454883367;0.014345619;0.603704154;0.443422586;-0.04971303;0.404430777;0.459179342;0.003663349;0.611033201;0.450221419;-0.060192917;0.403764874;0.458327562;0.007477424;0.610470831;0.448977679;-0.058427885;0.407813489;0.459267586;0.01667201;0.607629001;0.448044062;-0.048992623;0.48364979;0.531010866;-0.011074333;0.514303029;0.530518889;0.010893273;0.486549854;0.639200151;-0.028989198;0.507525682;0.633912146;0.013763877;0.492914677;0.756634712;-0.015239512;0.500743151;0.725766122;0.038674455;0.493737131;0.778141737;-0.015666632;0.499977112;0.739396513;0.040752862;0.488485783;0.771769285;-0.055054776;0.497238129;0.746023417;0.007498981
16;caminar_hacia_atras;0.504420817;0.350518465;0.144081086;0.502202392;0.34316054;0.127221033;0.500545859;0.342704862;0.127177909;0.498642236;0.342233479;0.127169177;0.506726265;0.344126403;0.126733825;0.508246005;0.344398707;0.12673232;0.509919643;0.344560355;0.12668778;0.494969249;0.346023381;0.065176375;0.51225692;0.347845465;0.06145839;0.501904368;0.357710302;0.124454446;0.506829917;0.359595299;0.123181432;0.474163234;0.395305902;0.02618845;0.52713728;0.397128224;0.028405616;0.441640496;0.431635261;0.02459217;0.564848661;0.422734171;-0.014979762;0.420099258;0.454059809;0.027853321;0.600884557;0.443516493;-0.052374627;0.407410413;0.459074646;0.018275389;0.608806431;0.450956017;-0.062157746;0.406275004;0.458311647;0.02229253;0.608235717;0.449651033;-0.060329426;0.411572993;0.458952069;0.030506752;0.605128169;0.44862166;-0.0515722;0.484334081;0.527761936;-0.011031361;0.51411128;0.527463257;0.010859614;0.486445844;0.635735989;-0.030876847;0.507628798;0.630320609;0.025479646;0.491620749;0.748198569;-0.019003769;0.5010584;0.719989002;0.059210382;0.492993861;0.770388484;-0.019624095;0.500216722;0.732852638;0.062192164;0.48784706;0.768003762;-0.058316205;0.497557342;0.737193108;0.032684144
17;caminar_hacia_atras;0.505197883;0.350090355;0.131443709;0.503182709;0.342389494;0.114765167;0.501568019;0.341948092;0.114720903;0.49974063;0.341509372;0.114733547;0.507708609;0.343319923;0.112968229;0.509236932;0.34358412;0.112983234;0.510947108;0.343748212;0.112950213;0.496078938;0.345448345;0.058876075;0.513105631;0.347092211;0.048469387;0.502465904;0.35731566;0.113895968;0.507423818;0.359453827;0.111231454;0.475272506;0.393833965;0.013330433;0.526911795;0.396583229;0.012479381;0.443026572;0.431368381;-0.002252795;0.563295245;0.421984643;-0.022390921;0.420233518;0.454051673;-0.031931266;0.597657025;0.442606747;-0.042727176;0.408037573;0.459824651;-0.045400921;0.606392145;0.451073498;-0.050832041;0.407132655;0.459062159;-0.042176906;0.606062949;0.449439883;-0.049913011;0.412110239;0.45951426;-0.030423975;0.602735341;0.448096782;-0.041689437;0.484350145;0.524808586;-0.006907948;0.513808668;0.524769187;0.006701557;0.485280335;0.630915165;-0.015530978;0.507257104;0.62726754;0.026519749;0.488776654;0.738978803;0.007254873;0.501359165;0.715909421;0.064419203;0.490787506;0.758477151;0.007999571;0.500335455;0.729038119;0.067799397;0.484431148;0.753809333;-0.025249874;0.497683942;0.726924598;0.039021727
18;caminar_hacia_atras;0.505734563;0.348618597;0.116843946;0.503759921;0.341622353;0.099457897;0.502181172;0.341194898;0.099416383;0.500406981;0.340762615;0.099417821;0.508223772;0.342541158;0.098281376;0.50971508;0.342742175;0.09828832;0.511395633;0.342890322;0.098253176;0.4969109;0.344632745;0.041028038;0.513582885;0.34652859;0.033892285;0.502946973;0.355352283;0.098772332;0.507890284;0.35766083;0.096790038;0.476130188;0.391222715;0.010382785;0.526660502;0.394524217;0.002592283;0.443701476;0.430633932;-0.011877445;0.561484933;0.421422422;-0.023725638;0.422150016;0.453814209;-0.034280583;0.597168088;0.441685528;-0.048158247;0.409997106;0.459422559;-0.04640108;0.606292844;0.450147182;-0.05629921;0.409141362;0.45861882;-0.043760635;0.606338322;0.448336363;-0.054692831;0.414217532;0.459050566;-0.032656141;0.603063345;0.446832627;-0.046874642;0.484594762;0.522095621;-0.006114644;0.513828278;0.522883058;0.005905413;0.484364778;0.626762927;-0.006075389;0.507286191;0.624267995;0.029946951;0.486364543;0.727164328;0.022304136;0.501551926;0.708398283;0.071126349;0.488687098;0.746537685;0.023713656;0.500437915;0.724053979;0.074879684;0.482739538;0.744067788;-0.007954779;0.497912109;0.72002387;0.046661858
19;caminar_hacia_atras;0.506212533;0.347012192;0.10046827;0.504259706;0.340403676;0.082728848;0.502729237;0.34009248;0.082692429;0.501040041;0.339800298;0.082689449;0.508606076;0.341112167;0.081598997;0.510063112;0.341267109;0.081602231;0.511712253;0.341456473;0.081559926;0.497693747;0.343949646;0.023778586;0.513934612;0.345511854;0.017608481;0.503484547;0.353771031;0.082729965;0.50842607;0.355948895;0.080788068;0.477473438;0.389487118;-0.002662126;0.526832342;0.393267959;-0.01067527;0.445520788;0.428269893;-0.02402206;0.560757279;0.420050114;-0.028564569;0.422272533;0.452421039;-0.053540107;0.5968889;0.440842777;-0.03662055;0.410119981;0.45911622;-0.065289915;0.605712056;0.449302942;-0.043303855;0.409190625;0.458300442;-0.064681657;0.606168389;0.447719455;-0.041225798;0.414024442;0.45879364;-0.052706704;0.603025675;0.446349323;-0.034699161;0.48475647;0.517623544;0.000507592;0.513841093;0.519353569;-0.000763986;0.484106362;0.615801573;0.037513573;0.508174181;0.618803501;0.026977748;0.485556662;0.708388448;0.086875305;0.501768053;0.707127333;0.069042124;0.487272888;0.726070523;0.090680562;0.500610769;0.722827375;0.072996594;0.483460844;0.724522471;0.063813888;0.498291761;0.718044102;0.043837596
20;caminar_hacia_atras;0.506948233;0.345905572;0.093939394;0.505028188;0.339484245;0.076387361;0.503557384;0.339235097;0.076351158;0.501949251;0.339021564;0.076347552;0.509092867;0.34008795;0.075215921;0.51047343;0.340239048;0.075223975;0.512043357;0.340461105;0.07518921;0.498515755;0.343474537;0.018701073;0.514182508;0.344881535;0.012680647;0.504305184;0.352744251;0.076824985;0.509076297;0.354776055;0.074853607;0.47826612;0.387660861;-0.00872756;0.526943266;0.391388953;-0.011897091;0.447044432;0.424005181;-0.029632352;0.560602546;0.417490721;-0.029262759;0.422888398;0.44977802;-0.061862722;0.596755922;0.437273234;-0.031328391;0.411072165;0.457830369;-0.074339457;0.60540694;0.44816038;-0.037479084;0.40988782;0.456866413;-0.074063428;0.605899036;0.445578814;-0.035375699;0.414945126;0.456588775;-0.061134022;0.602752447;0.44277218;-0.029189708;0.484997094;0.513572574;0.001063381;0.513856828;0.516647875;-0.001322895;0.484165937;0.605449378;0.044827778;0.509165347;0.614930928;0.020745773;0.484647185;0.699922562;0.100470938;0.501880229;0.708591819;0.049510226;0.487002164;0.717522264;0.105241783;0.500658631;0.723971903;0.052096922;0.484052032;0.705224335;0.082010977;0.499272674;0.712017059;0.022749331
21;caminar_hacia_atras;0.507096529;0.344576597;0.089848794;0.505248785;0.338372052;0.072619833;0.503795624;0.33817935;0.072583772;0.502170742;0.338014036;0.072581895;0.509180784;0.33878845;0.071206413;0.510512948;0.338878691;0.071212612;0.512028337;0.339047164;0.07117705;0.498730659;0.342718124;0.016155683;0.514220834;0.343883067;0.008980205;0.504484475;0.351478428;0.073077522;0.509199798;0.353309304;0.070782527;0.478752673;0.385969758;-0.009036911;0.526970446;0.389635772;-0.016665677;0.447323233;0.421759129;-0.026807841;0.560200453;0.415172487;-0.035447773;0.423179686;0.447144896;-0.056000993;0.596493185;0.434187889;-0.039985824;0.411777854;0.455554634;-0.06795077;0.604963541;0.445355326;-0.04747764;0.410852283;0.454522133;-0.06853275;0.605395019;0.442105353;-0.045046035;0.415691584;0.453999251;-0.055542707;0.60238111;0.439034849;-0.037972033;0.485653043;0.510641575;0.004231081;0.513865709;0.514002562;-0.004478297;0.484401554;0.600718021;0.048154347;0.509527564;0.612548649;0.005330712;0.485042959;0.696485221;0.105967164;0.501972795;0.706877828;0.024120634;0.486378729;0.711746752;0.110734038;0.500736833;0.720387459;0.02534868;0.484428912;0.707335114;0.086159386;0.499573827;0.711883128;-0.007693418
22;caminar_hacia_atras;0.507149875;0.34394002;0.085443564;0.50536561;0.337824404;0.068024598;0.503910124;0.33759886;0.067990758;0.502263963;0.337382704;0.067988187;0.509238005;0.33827883;0.067490734;0.51054436;0.338382214;0.067494832;0.512021184;0.338555306;0.06746909;0.49890998;0.342107415;0.010403044;0.514214814;0.343478084;0.007027749;0.504526198;0.350788593;0.068169855;0.509233534;0.352648467;0.066983417;0.47913295;0.384876877;-0.021074023;0.527080119;0.388349533;-0.013237645;0.447699755;0.420234501;-0.042969849;0.560560107;0.413313329;-0.032790888;0.422574073;0.445410639;-0.073267974;0.597073197;0.432255954;-0.037654188;0.411385924;0.45339182;-0.086817123;0.605332971;0.442923039;-0.045111377;0.410484165;0.452155262;-0.086414374;0.605650902;0.440038323;-0.042699091;0.414832771;0.451856852;-0.072581865;0.602758408;0.437228173;-0.035732336;0.486399025;0.508862615;-0.001325028;0.513935089;0.512150586;0.001088003;0.484750628;0.599734902;0.029642377;0.509621978;0.609643221;0.015283749;0.485485584;0.695726514;0.077363774;0.502336562;0.703451455;0.044844866;0.486669064;0.711588085;0.081251375;0.500864387;0.717183471;0.047050096;0.481703252;0.704513788;0.055616584;0.499639511;0.708902895;0.016351948
23;caminar_hacia_atras;0.507101178;0.343615919;0.082415387;0.505275667;0.33754614;0.065388754;0.503796399;0.337302327;0.065355182;0.502125204;0.337066025;0.065352008;0.509194911;0.338031441;0.065260112;0.510516822;0.338153422;0.065266475;0.51200825;0.3383421;0.06524656;0.498875737;0.341723502;0.009062306;0.514198005;0.343225807;0.00768989;0.504485369;0.350418121;0.065639064;0.509210527;0.352244854;0.06502568;0.479526818;0.384250343;-0.020386057;0.52718693;0.387416214;-0.012038111;0.448609143;0.418930411;-0.038362194;0.560662806;0.411926925;-0.024909042;0.423314184;0.444424391;-0.064222381;0.5964939;0.429824024;-0.021309633;0.412005454;0.452235609;-0.076922692;0.604580522;0.43988955;-0.027164361;0.411207199;0.451093882;-0.076671004;0.604978859;0.436950624;-0.024989612;0.415529549;0.450650275;-0.063462719;0.602160692;0.434285045;-0.019236917;0.486606687;0.505115211;-0.00215363;0.513945699;0.508453608;0.001919654;0.485232711;0.595019221;0.023168199;0.510121942;0.607325494;0.016022682;0.485774189;0.69284004;0.067376718;0.502505481;0.702851295;0.036374576;0.486727923;0.708378971;0.070414528;0.500968099;0.716647327;0.037822288;0.48199597;0.698340118;0.041552607;0.50030905;0.705951691;0.007278396
24;caminar_hacia_atras;0.507019341;0.34342131;0.079592615;0.505252242;0.337451667;0.063126139;0.503736377;0.33722201;0.063093059;0.502026618;0.337001354;0.063087963;0.509002447;0.337885618;0.062226523;0.510275781;0.33800143;0.062233437;0.511663616;0.338178039;0.062208973;0.498794109;0.341682851;0.009276749;0.514016449;0.343139112;0.0048267;0.504436672;0.350228012;0.063710921;0.509136021;0.3519153;0.062189527;0.480057806;0.384268939;-0.016576823;0.527208269;0.38704887;-0.017300356;0.449770898;0.418323666;-0.033150703;0.560112238;0.411385506;-0.026202146;0.42475161;0.443238586;-0.056600749;0.595456004;0.428475529;-0.02416371;0.41332227;0.451378286;-0.068808131;0.603657305;0.437829405;-0.030295396;0.412651926;0.450328737;-0.068467334;0.604084194;0.435053468;-0.027481778;0.417188793;0.449529797;-0.055878557;0.601258516;0.43260625;-0.021881696;0.486612707;0.505452275;0.001934659;0.513830364;0.50803256;-0.002169149;0.486400694;0.595160306;0.02986639;0.510403454;0.605981529;0.005077524;0.486248106;0.691622317;0.075931557;0.503070056;0.702033103;0.021206725;0.486767083;0.70661962;0.07952226;0.501326501;0.715994477;0.022096278;0.484159321;0.693477392;0.054816775;0.500961006;0.702783942;-0.00979658
25;caminar_hacia_atras;0.506484747;0.343741626;0.072393462;0.504846632;0.33797729;0.054976925;0.503355682;0.337809354;0.054943588;0.501702726;0.337676316;0.054931972;0.50840503;0.33829987;0.055690821;0.509633005;0.338381588;0.055692803;0.510958076;0.3385306;0.055668835;0.498705208;0.342405319;-0.001418474;0.513691127;0.343344569;0.001053113;0.504132509;0.350550562;0.055518184;0.50869;0.352028549;0.05603135;0.480335414;0.384313315;-0.029517556;0.527436495;0.387088984;-0.015719103;0.450050533;0.418473065;-0.052965302;0.559976637;0.411493659;-0.026110565;0.425874293;0.442735702;-0.078977041;0.593691289;0.427597046;-0.027976567;0.414456964;0.451354265;-0.091692522;0.601706505;0.436821282;-0.034200512;0.41383943;0.450138628;-0.09125904;0.602414966;0.434443265;-0.031716645;0.418129504;0.44895038;-0.078196399;0.599618733;0.431995243;-0.026141746;0.48681736;0.506566703;0.001755625;0.513935268;0.509023786;-0.001969266;0.486988813;0.595580697;0.033792496;0.510686696;0.606079519;0.009291383;0.487187237;0.689430594;0.08715307;0.503831685;0.701094389;0.024700103;0.48684147;0.703774631;0.091737188;0.502112627;0.716484487;0.025334835;0.486880302;0.684831977;0.067014135;0.501419127;0.698349118;-0.007207021
26;caminar_hacia_atras;0.506241858;0.345649093;0.054871108;0.504591286;0.33996734;0.037638724;0.503086329;0.339816868;0.037612133;0.501451194;0.339708507;0.037596531;0.508114338;0.340261906;0.038140889;0.509332895;0.340334773;0.038140018;0.51063329;0.340462565;0.038120635;0.49865371;0.344342083;-0.016740534;0.51350081;0.344982952;-0.015318768;0.503958404;0.352363229;0.038827602;0.508464992;0.353658468;0.039025821;0.480462044;0.386101693;-0.042207588;0.52746278;0.388357848;-0.028554153;0.450280458;0.421110123;-0.065079562;0.559883893;0.41186747;-0.040534433;0.425976247;0.442924708;-0.089872226;0.592818081;0.428010672;-0.046951331;0.41441074;0.452212602;-0.102585211;0.600495636;0.437188298;-0.054598026;0.413847744;0.450664401;-0.102760538;0.60132581;0.434461534;-0.051841754;0.417907417;0.449065387;-0.08925207;0.598634541;0.432089299;-0.045345318;0.486942798;0.507823288;0.000469386;0.513965666;0.510129988;-0.000683376;0.487184525;0.596199632;0.0504153;0.510699451;0.607508361;0.007273026;0.487437606;0.683320761;0.119153164;0.504147232;0.699961066;0.01951577;0.486974686;0.696392;0.125417575;0.502232194;0.715905368;0.019677125;0.488071322;0.678510845;0.101937719;0.501811802;0.698315561;-0.013824203
27;caminar_hacia_atras;0.505464315;0.348287016;0.044856142;0.503628194;0.342507511;0.027957439;0.502121031;0.342362076;0.027931698;0.500496387;0.34223786;0.027911393;0.50733906;0.342720896;0.028860096;0.508580208;0.34275794;0.02885492;0.509890139;0.342838794;0.028830057;0.498242915;0.346606195;-0.024731364;0.512942195;0.347234666;-0.021728525;0.503206789;0.355004609;0.029279398;0.507832348;0.356120497;0.029991794;0.480424881;0.389386177;-0.046334587;0.527439654;0.391199559;-0.036217175;0.450519681;0.424286485;-0.069236062;0.559435844;0.413914949;-0.051622625;0.426742911;0.445016205;-0.092052087;0.591143727;0.428778559;-0.065589599;0.415321529;0.454980373;-0.104338296;0.598884821;0.437662095;-0.075786434;0.414812088;0.453448415;-0.105280019;0.599773049;0.434665591;-0.072818182;0.418891251;0.45122695;-0.09167096;0.596963644;0.432352781;-0.064400412;0.486995399;0.508467257;0.001962512;0.513964236;0.510832727;-0.00213631;0.488324106;0.592730582;0.077829793;0.510817826;0.60783112;0.001517637;0.489946485;0.669647813;0.168337539;0.504348397;0.69715935;0.017395992;0.489468127;0.682517827;0.176836699;0.502767622;0.713524818;0.017709421;0.490749389;0.669163167;0.155256703;0.502175927;0.699934423;-0.01858178
28;caminar_hacia_atras;0.504301369;0.352254152;0.042944428;0.502473533;0.346510142;0.02638679;0.501026809;0.346384943;0.026365362;0.499431819;0.346282542;0.026347524;0.506251574;0.346624255;0.027664358;0.507520854;0.346625358;0.027655246;0.508822143;0.34663713;0.027626993;0.497643679;0.350304604;-0.025368303;0.512091398;0.350717217;-0.020803986;0.502154052;0.359016597;0.027522117;0.506843805;0.35995689;0.028712226;0.48036328;0.392727941;-0.047496177;0.527362764;0.394465238;-0.033988226;0.451099843;0.428005964;-0.072956093;0.558704197;0.41720444;-0.049615052;0.428925782;0.447994441;-0.098109394;0.588583529;0.430751443;-0.064681426;0.417951971;0.458261877;-0.110304646;0.596297801;0.440238833;-0.074149996;0.417781502;0.45721218;-0.110909335;0.59720552;0.437067896;-0.071526021;0.422084242;0.45428744;-0.097590104;0.593990862;0.434724391;-0.063560992;0.487636894;0.509742916;0.001097304;0.514076948;0.51170826;-0.001284146;0.489515275;0.59297967;0.069769189;0.510831237;0.607366323;0.002244267;0.492774636;0.666749537;0.153835207;0.504439473;0.696908057;0.017111311;0.492342293;0.677963018;0.161787212;0.503245592;0.712515593;0.017200464;0.492984384;0.66858995;0.141887099;0.502193987;0.70144856;-0.017802533
29;caminar_hacia_atras;0.504282057;0.35510087;0.04162991;0.50234133;0.349359334;0.025391323;0.50086683;0.349279135;0.025369026;0.499239802;0.3492091;0.025347883;0.50614506;0.34937042;0.025706103;0.507383347;0.349353254;0.025696009;0.508645236;0.349335968;0.025665833;0.497388661;0.352929533;-0.025241472;0.511753976;0.353204727;-0.024914136;0.502078176;0.362027735;0.026678758;0.50677681;0.362933725;0.026604015;0.48045978;0.395376742;-0.047026582;0.527289331;0.397245735;-0.039669085;0.451848298;0.432285845;-0.074425109;0.557435274;0.420006484;-0.060193583;0.430531919;0.452988744;-0.101300508;0.585969567;0.433225572;-0.07719776;0.419931859;0.463797003;-0.113793507;0.593937874;0.443048239;-0.087556228;0.419861525;0.463194251;-0.11456909;0.594907165;0.439935565;-0.08455801;0.424203038;0.460196048;-0.10116329;0.591436327;0.437628984;-0.076184534;0.487853318;0.510059237;0.002213642;0.514027834;0.511874676;-0.002370276;0.490700185;0.593849838;0.072112702;0.51072377;0.606444359;-0.004701159;0.49433279;0.66594857;0.1585311;0.504788637;0.69499898;0.011523621;0.493468195;0.67732507;0.166343942;0.504074752;0.710502505;0.011622469;0.494609922;0.664922953;0.142851934;0.507384181;0.702451885;-0.025988
30;caminar_hacia_atras;0.503814578;0.357562751;0.040956222;0.501769006;0.351719022;0.024825739;0.50026089;0.351638198;0.024806214;0.498619407;0.351548553;0.024784373;0.505646229;0.3517012;0.025236057;0.506883204;0.351670414;0.025226329;0.508106053;0.351640284;0.025197979;0.496850401;0.35497272;-0.02573034;0.511170924;0.355437905;-0.025035074;0.501480579;0.364382327;0.026011664;0.506290317;0.36534518;0.026063044;0.480530798;0.397280127;-0.046206165;0.52673912;0.399309039;-0.039268691;0.453082085;0.434910357;-0.069831014;0.557130694;0.423410803;-0.053139139;0.43039912;0.460056037;-0.089840464;0.58472693;0.436804652;-0.065657899;0.420879036;0.471007198;-0.101580791;0.59222573;0.446276456;-0.075143076;0.420408368;0.470644414;-0.102017403;0.59263742;0.444102615;-0.072471008;0.423959762;0.467856973;-0.089402944;0.589324653;0.441638798;-0.064243771;0.487979978;0.510672629;0.003975356;0.513581991;0.512890279;-0.004119433;0.491087228;0.594219923;0.076137632;0.510518193;0.605889797;-0.004730686;0.494948745;0.666302323;0.162364066;0.504826605;0.695878446;0.012289537;0.493636519;0.677464008;0.17020449;0.504037917;0.711282194;0.012520164;0.495061964;0.663578331;0.147601232;0.507171094;0.700939298;-0.023659736
31;caminar_hacia_atras;0.503097057;0.358049035;0.048147541;0.500954509;0.352018625;0.032085642;0.499383152;0.351908743;0.032065809;0.497750849;0.351822823;0.032044794;0.504913688;0.352111012;0.032804713;0.50617063;0.352114379;0.03279458;0.507379889;0.352124244;0.032767676;0.496005058;0.355586201;-0.019624332;0.51046139;0.356237948;-0.018175077;0.500542641;0.364795238;0.032680981;0.505472541;0.365768373;0.033165891;0.480588108;0.397583783;-0.046393476;0.52604264;0.400511414;-0.03112838;0.454609931;0.435734361;-0.073681876;0.555752695;0.425024807;-0.041288309;0.431790441;0.463259906;-0.092276827;0.5822137;0.439969003;-0.052253962;0.42325893;0.474110246;-0.103997394;0.589548051;0.449089885;-0.05993158;0.422543615;0.473949552;-0.103632115;0.589649379;0.447620124;-0.057735793;0.425947011;0.471228182;-0.091588333;0.586232066;0.445356637;-0.051537927;0.488081783;0.510908425;-0.00430628;0.513343036;0.513104081;0.004202507;0.491516441;0.594571829;0.051524837;0.510288596;0.603959858;0.001135299;0.496610969;0.669353068;0.131655261;0.505148768;0.695830643;0.022000305;0.496006817;0.679261625;0.139872253;0.505493462;0.711522579;0.022012433;0.494535863;0.669903755;0.121229216;0.50714618;0.701399684;-0.013719135
32;caminar_hacia_atras;0.502694726;0.358062804;0.050033681;0.500466108;0.351932049;0.033755947;0.498885989;0.351812243;0.033756651;0.49727571;0.351726145;0.033737049;0.504410088;0.352074444;0.035879578;0.505669773;0.352106452;0.035865545;0.506870449;0.352141768;0.035850331;0.495483577;0.35560599;-0.014620709;0.509903848;0.356423408;-0.010473886;0.500200093;0.364878237;0.033994101;0.505073249;0.365891874;0.034348808;0.48057285;0.397754073;-0.042910155;0.525198281;0.400602341;-0.020527806;0.455294907;0.436514258;-0.068120748;0.554942787;0.426028758;-0.03373697;0.432989627;0.465453595;-0.088093393;0.580837965;0.442839295;-0.046368167;0.424676925;0.476204664;-0.100026436;0.587246299;0.452019006;-0.05429187;0.423991859;0.475892067;-0.099861428;0.586955726;0.451000899;-0.052011523;0.427576482;0.473170936;-0.087432384;0.584190428;0.448946387;-0.045674119;0.488215387;0.510997474;-0.005533257;0.513197482;0.513258278;0.005426499;0.492190719;0.594726563;0.046595205;0.509981096;0.601087928;0.003341366;0.497467071;0.671088159;0.119105093;0.505345941;0.693963826;0.023338424;0.497486413;0.681830704;0.126074255;0.505821884;0.709615707;0.022960683;0.497072995;0.670750439;0.105162427;0.504928231;0.701290548;-0.011933146
