frame;label;landmark_0_x;landmark_0_y;landmark_0_z;landmark_1_x;landmark_1_y;landmark_1_z;landmark_2_x;landmark_2_y;landmark_2_z;landmark_3_x;landmark_3_y;landmark_3_z;landmark_4_x;landmark_4_y;landmark_4_z;landmark_5_x;landmark_5_y;landmark_5_z;landmark_6_x;landmark_6_y;landmark_6_z;landmark_7_x;landmark_7_y;landmark_7_z;landmark_8_x;landmark_8_y;landmark_8_z;landmark_9_x;landmark_9_y;landmark_9_z;landmark_10_x;landmark_10_y;landmark_10_z;landmark_11_x;landmark_11_y;landmark_11_z;landmark_12_x;landmark_12_y;landmark_12_z;landmark_13_x;landmark_13_y;landmark_13_z;landmark_14_x;landmark_14_y;landmark_14_z;landmark_15_x;landmark_15_y;landmark_15_z;landmark_16_x;landmark_16_y;landmark_16_z;landmark_17_x;landmark_17_y;landmark_17_z;landmark_18_x;landmark_18_y;landmark_18_z;landmark_19_x;landmark_19_y;landmark_19_z;landmark_20_x;landmark_20_y;landmark_20_z;landmark_21_x;landmark_21_y;landmark_21_z;landmark_22_x;landmark_22_y;landmark_22_z;landmark_23_x;landmark_23_y;landmark_23_z;landmark_24_x;landmark_24_y;landmark_24_z;landmark_25_x;landmark_25_y;landmark_25_z;landmark_26_x;landmark_26_y;landmark_26_z;landmark_27_x;landmark_27_y;landmark_27_z;landmark_28_x;landmark_28_y;landmark_28_z;landmark_29_x;landmark_29_y;landmark_29_z;landmark_30_x;landmark_30_y;landmark_30_z;landmark_31_x;landmark_31_y;landmark_31_z;landmark_32_x;landmark_32_y;landmark_32_z
22;rotar;0.479513764;0.334535986;-0.059981838;0.483581811;0.32545349;-0.073292091;0.484793186;0.325644523;-0.073320694;0.486100614;0.3257505;-0.073339947;0.482153028;0.324948013;-0.051363196;0.482295603;0.324858844;-0.051361278;0.482497275;0.324716389;-0.051376525;0.494449466;0.331778526;-0.097249724;0.488987535;0.329895943;0.004098984;0.482715338;0.345475435;-0.065682434;0.480943739;0.345128387;-0.036754433;0.512011468;0.384072095;-0.136568323;0.493558079;0.388631105;0.080578282;0.509118199;0.400160223;-0.301830173;0.4960742;0.42069754;0.239868194;0.500850976;0.387375683;-0.442003399;0.485398859;0.403107315;0.376227528;0.498208612;0.387297899;-0.471434951;0.483875543;0.394704431;0.403512537;0.497800529;0.382698655;-0.466594249;0.480110258;0.393972695;0.394593418;0.497746915;0.383024603;-0.443158478;0.480018437;0.394958526;0.375793189;0.5059039;0.552316368;-0.07279525;0.489213973;0.549665868;0.072731838;0.488224387;0.666394711;-0.07665877;0.483792841;0.658857048;0.106675282;0.509873092;0.770925999;-0.060905118;0.492917687;0.764979422;0.162854642;0.519792616;0.791093409;-0.059907429;0.498444557;0.784614027;0.16605933;0.484617084;0.803914368;-0.104714461;0.468549341;0.790934265;0.137394264
23;rotar;0.477894187;0.3334544;-0.051482875;0.481794685;0.324608564;-0.065582231;0.48277536;0.324864954;-0.065609537;0.483806521;0.325087845;-0.06561821;0.481130898;0.324014544;-0.04293238;0.481635034;0.32384944;-0.042944621;0.48219493;0.323663652;-0.042961046;0.49203828;0.331107944;-0.095479392;0.48909694;0.328960359;0.010182091;0.480573326;0.343932182;-0.058915511;0.479793161;0.343720764;-0.029110787;0.508086562;0.381120801;-0.144426838;0.497469902;0.38370356;0.086479656;0.506766677;0.395531476;-0.314762771;0.49982062;0.40717721;0.244278938;0.490781814;0.388887256;-0.449228138;0.488250047;0.394031763;0.383740455;0.485735923;0.388301313;-0.480378956;0.485893756;0.389813274;0.411985457;0.484861404;0.384963125;-0.471614718;0.484987587;0.389372379;0.40264684;0.485911995;0.385362625;-0.448476106;0.485268146;0.390616477;0.383337975;0.504847825;0.55240804;-0.075722985;0.494056404;0.549548447;0.075620688;0.484801859;0.667952895;-0.079662547;0.483751178;0.65470314;0.094234131;0.506139934;0.778417468;-0.068106055;0.492961019;0.758912981;0.147788689;0.517192304;0.800825655;-0.067440517;0.497610986;0.775891304;0.150823057;0.476646572;0.80390954;-0.110621355;0.468739897;0.788018465;0.122673377
24;rotar;0.478697956;0.333466798;-0.020115716;0.482133567;0.32457453;-0.034876924;0.482882351;0.32483232;-0.034899216;0.483606756;0.325059265;-0.034904659;0.481888294;0.32394132;-0.012152285;0.482443482;0.323732704;-0.012161424;0.482944578;0.32349804;-0.012187439;0.490840554;0.330444366;-0.070730336;0.489353806;0.328467876;0.033448406;0.481301248;0.343937218;-0.030142682;0.480826646;0.343785465;-0.000290162;0.503131688;0.377565712;-0.129763663;0.502146363;0.380535007;0.101922125;0.502294481;0.395497501;-0.280550271;0.499804229;0.407554716;0.238153011;0.47770676;0.390118837;-0.435531706;0.486488283;0.398136109;0.357229233;0.470923632;0.38939333;-0.47219342;0.482740432;0.39569521;0.382894456;0.469860673;0.386784166;-0.42039755;0.480413169;0.39244318;0.372296691;0.472404182;0.387346894;-0.406302899;0.481557965;0.393883824;0.355703264;0.502078235;0.552323043;-0.071274206;0.499431431;0.549464107;0.071169399;0.482862771;0.668518782;-0.078041151;0.483816683;0.653529108;0.076760106;0.502613187;0.78656894;-0.073020726;0.493634373;0.759600401;0.08435332;0.513573289;0.809607804;-0.07310129;0.503918052;0.786340594;0.084657475;0.472009152;0.803326488;-0.111578308;0.468854785;0.784349799;0.062758736
25;rotar;0.478841871;0.334126532;-0.005836154;0.482024878;0.324786395;-0.020672819;0.482569098;0.324999392;-0.020690143;0.483033568;0.325186044;-0.020685328;0.48225233;0.324107587;0.00257464;0.482924581;0.323834211;0.002565806;0.483431071;0.323546529;0.002528566;0.489270866;0.330398351;-0.057047542;0.489687443;0.328421623;0.048382498;0.481092155;0.344160378;-0.01608357;0.481065601;0.344346315;0.014388006;0.499155521;0.376278996;-0.126442581;0.504485548;0.379192621;0.113341518;0.491334528;0.395868778;-0.269854009;0.50066483;0.428214639;0.23808299;0.464395434;0.390982121;-0.402186275;0.482593715;0.415111065;0.345631957;0.456347346;0.390029162;-0.445381075;0.480466932;0.434834898;0.370532542;0.456726193;0.387652069;-0.405995995;0.477485985;0.432270288;0.357392579;0.45972994;0.38833344;-0.387678057;0.477500141;0.412241548;0.343031257;0.498429328;0.553041518;-0.069087856;0.503052652;0.549922943;0.068999901;0.482635587;0.671742082;-0.075402766;0.485838681;0.658362806;0.072056979;0.496634096;0.793365717;-0.058851231;0.493812621;0.764641941;0.08588402;0.505445421;0.816438913;-0.05844108;0.503431141;0.796054661;0.086311653;0.468701094;0.800240219;-0.101828687;0.469140559;0.780996978;0.060851224
26;rotar;0.478997022;0.335679919;-0.013099654;0.482174039;0.325878888;-0.026998464;0.482736439;0.325945407;-0.027020654;0.483228356;0.325978637;-0.027014473;0.482389957;0.325219631;-0.004612816;0.483097106;0.32483092;-0.004621881;0.483662307;0.324430048;-0.004651406;0.489422798;0.330519557;-0.059557416;0.48972556;0.328820735;0.041154817;0.481100559;0.344911516;-0.022496851;0.48093158;0.345306337;0.006730864;0.499612033;0.376223147;-0.123201802;0.503185511;0.379576445;0.105761014;0.489677727;0.39554894;-0.264183372;0.495433658;0.42888996;0.22860761;0.454585969;0.391314507;-0.360501975;0.4786295;0.414589316;0.332333207;0.444066703;0.390537828;-0.391892552;0.478817672;0.424436688;0.356641889;0.444079608;0.388266295;-0.375213742;0.474710822;0.431650162;0.338445216;0.447119534;0.388993293;-0.355618268;0.472674817;0.411463678;0.327204138;0.498750597;0.553254783;-0.06802135;0.502905011;0.550471008;0.067959614;0.483540863;0.671641767;-0.058506891;0.488910019;0.660052478;0.084865674;0.492853045;0.796934366;-0.049606934;0.494729936;0.767676771;0.102467887;0.499347717;0.820635676;-0.049707342;0.506527543;0.798684239;0.103677645;0.466012865;0.797297716;-0.079001598;0.469526261;0.779932976;0.08665403
27;rotar;0.47837773;0.335911214;-0.016792199;0.481403917;0.326022148;-0.030804178;0.48191452;0.326026112;-0.030829202;0.482353389;0.325998276;-0.030820707;0.481803417;0.325397849;-0.008741691;0.482634068;0.324972838;-0.008743116;0.483382732;0.324528158;-0.008769923;0.488483131;0.330373466;-0.062713236;0.489739746;0.328831673;0.036663413;0.480183661;0.344941884;-0.025781186;0.480058193;0.345317334;0.003146925;0.498112649;0.375362039;-0.122263744;0.503641605;0.380058855;0.102570742;0.481748134;0.393887073;-0.260240316;0.493635476;0.434644461;0.219981343;0.441549957;0.391061991;-0.351033717;0.47652176;0.457621753;0.299635857;0.431074589;0.390924186;-0.382174611;0.475231528;0.461741447;0.321426928;0.429973722;0.388671279;-0.367325187;0.474150389;0.46198526;0.304119259;0.43333137;0.389416814;-0.346881866;0.469474792;0.459439337;0.294858545;0.498799175;0.553114533;-0.069127016;0.503370821;0.550442755;0.06907545;0.483262658;0.671271324;-0.056979574;0.490594923;0.660062373;0.109521702;0.488899261;0.799376786;-0.046405043;0.495626926;0.767889321;0.151163727;0.494342387;0.824246526;-0.0459405;0.505518973;0.797997236;0.154449031;0.463034749;0.797274411;-0.080264963;0.469985604;0.780008197;0.134314924
28;rotar;0.478345215;0.337669998;-0.024531042;0.481245488;0.327513814;-0.039307199;0.481730044;0.327430815;-0.039339162;0.482150763;0.327297986;-0.039331965;0.481679469;0.326895624;-0.017857155;0.482526362;0.326416343;-0.017848931;0.483338416;0.325916708;-0.017875561;0.488186479;0.331055552;-0.065944277;0.489788145;0.329959542;0.027279498;0.480240345;0.346649408;-0.033012416;0.480088234;0.346862108;-0.004677109;0.496304899;0.375777543;-0.125116915;0.504734457;0.381861001;0.094475493;0.472589672;0.391923785;-0.266654074;0.50703603;0.439377576;0.218692839;0.431555331;0.390597969;-0.360235542;0.490707964;0.470496386;0.326328218;0.419486135;0.391065061;-0.389536351;0.489819437;0.475568771;0.353479117;0.417093635;0.388767034;-0.375200659;0.488229871;0.474788129;0.340163141;0.420433342;0.389696211;-0.356481373;0.48662892;0.473346174;0.324750632;0.498732686;0.553834856;-0.068911895;0.506148577;0.551663756;0.068808176;0.483396083;0.671009362;-0.048435029;0.491261899;0.660324574;0.116654396;0.487784654;0.799417257;-0.030375784;0.495600313;0.7689327;0.162369356;0.493089825;0.823833644;-0.02886874;0.505836248;0.801172972;0.16614525;0.462374479;0.79684782;-0.058927275;0.470288783;0.779948771;0.149116784
29;rotar;0.47817266;0.337639272;0.00733329;0.480913609;0.327424109;-0.009630487;0.481344998;0.327351063;-0.009665057;0.481720001;0.32723707;-0.009657493;0.48154825;0.326843083;0.01233347;0.482463449;0.326384366;0.012334323;0.483355105;0.32589972;0.012289965;0.487899691;0.330859333;-0.052243952;0.48984921;0.32990095;0.047452372;0.480256408;0.346837252;-0.004587157;0.480319798;0.347109914;0.024401264;0.494031131;0.375775069;-0.112223975;0.506433964;0.383937508;0.105221294;0.460087657;0.391237885;-0.229648024;0.511726439;0.450864136;0.20196341;0.417573273;0.390842348;-0.299168766;0.497419268;0.497491568;0.275345027;0.405677706;0.391656309;-0.324197114;0.496689916;0.50850445;0.296773881;0.403858393;0.389669448;-0.309962749;0.495046794;0.507484376;0.281905979;0.407361507;0.390267044;-0.294267356;0.494691581;0.504207373;0.271690845;0.498282641;0.553975224;-0.068719968;0.507893682;0.552268445;0.068595886;0.48399204;0.671554804;-0.057317037;0.491173416;0.663524389;0.102237456;0.488369465;0.801049173;-0.051261757;0.495017797;0.772163749;0.104881197;0.494284034;0.827379704;-0.051641095;0.500575781;0.801618159;0.105685785;0.462075591;0.797079504;-0.080957942;0.470022827;0.78067404;0.090983897
30;rotar;0.478612036;0.33754009;0.030727504;0.481479168;0.327297479;0.012817497;0.482086122;0.327154219;0.012772251;0.482496083;0.326984853;0.012782892;0.482542187;0.326776296;0.033499666;0.483967602;0.326316446;0.033498652;0.485386312;0.325856686;0.03343343;0.488187879;0.330632001;-0.038860686;0.492430508;0.329904556;0.055081114;0.480630606;0.346745342;0.015260752;0.482187867;0.347080708;0.042347595;0.491623461;0.375526905;-0.104583286;0.509744346;0.387231469;0.105200753;0.448684573;0.390138775;-0.179895103;0.51965481;0.452276021;0.196316496;0.402840108;0.390997231;-0.191968426;0.507170141;0.49309513;0.274338067;0.390794694;0.392143428;-0.207373589;0.506347775;0.502410114;0.295752466;0.389985114;0.390299022;-0.197690666;0.504323602;0.501131892;0.283311397;0.392969102;0.390604526;-0.186898991;0.504477322;0.497966409;0.271456182;0.497889787;0.553911209;-0.067983769;0.509138763;0.552810967;0.067869253;0.484782815;0.672406912;-0.053232279;0.491442412;0.665370584;0.099607922;0.489227772;0.79941541;-0.048717845;0.494979501;0.772550344;0.117708363;0.494842052;0.825796723;-0.048110846;0.499389261;0.800300419;0.120391779;0.462730527;0.795604527;-0.077420808;0.469910413;0.780216336;0.109071761
31;rotar;0.483527392;0.337463379;0.042312279;0.483722657;0.327231765;0.022962043;0.483109325;0.327094048;0.022909233;0.482704341;0.326929331;0.022914248;0.48730883;0.326740593;0.040757202;0.48914054;0.326301575;0.040756602;0.490940362;0.325875193;0.040699046;0.488101751;0.330599457;-0.033553727;0.496629387;0.329996794;0.047567371;0.483726144;0.34644109;0.025115712;0.488182425;0.346689075;0.048156675;0.487031162;0.375642121;-0.099005647;0.515642762;0.389010847;0.101133466;0.442607582;0.390230954;-0.184287712;0.525291562;0.450007945;0.205378398;0.39771685;0.391701728;-0.222891554;0.521467865;0.455349416;0.341552138;0.385165423;0.394592971;-0.240497604;0.522996366;0.454889923;0.372083545;0.383261323;0.392585486;-0.230654508;0.520717859;0.449657291;0.362645268;0.387294233;0.392294943;-0.218306586;0.518841684;0.452131867;0.34208867;0.495050311;0.553134024;-0.062688284;0.512375057;0.552720726;0.062450018;0.485236466;0.672860265;-0.052142598;0.49270165;0.665465713;0.102862544;0.489132017;0.798231542;-0.055385873;0.49511835;0.773375273;0.127047211;0.493977815;0.823680937;-0.056014787;0.499075323;0.799933136;0.130117968;0.464347214;0.792492926;-0.084894344;0.471353143;0.777404726;0.117659621
32;rotar;0.488841087;0.337031037;0.067324318;0.487344712;0.327181816;0.046032406;0.485847145;0.327048987;0.045984108;0.484363854;0.32690835;0.04599084;0.492339522;0.326702476;0.062813044;0.494295329;0.326279044;0.062799633;0.49619481;0.32586807;0.062716611;0.488451779;0.330488235;-0.020788113;0.500777841;0.330024034;0.053562395;0.487771451;0.345174402;0.046286616;0.493590772;0.345274925;0.067597844;0.482859462;0.376402229;-0.091561846;0.520309806;0.392756969;0.098380335;0.435902774;0.390367538;-0.13714923;0.532884479;0.45002827;0.21008876;0.390585452;0.392276049;-0.127392069;0.53043133;0.449976504;0.340191007;0.37714231;0.395724475;-0.138882905;0.530568957;0.443626076;0.369316667;0.375835568;0.393009514;-0.13103199;0.528314412;0.434703976;0.35910514;0.380295873;0.392585367;-0.121993929;0.528621197;0.444493383;0.340094209;0.493076116;0.552753448;-0.05847143;0.513993502;0.552645922;0.058210172;0.485151678;0.672885716;-0.049498789;0.495090544;0.665639937;0.096864335;0.488728195;0.797140598;-0.056615051;0.495593697;0.774410963;0.106532976;0.493120462;0.822333694;-0.057340816;0.499103278;0.800115347;0.108833455;0.464949787;0.790821016;-0.084652439;0.47413969;0.775529385;0.098217748
33;rotar;0.491195053;0.335614502;0.090333626;0.489341468;0.326556206;0.0680741;0.487604707;0.326437056;0.068025731;0.485701829;0.32633999;0.068030693;0.494544089;0.326141804;0.083447315;0.496442735;0.325781763;0.083428495;0.498258084;0.325465828;0.083340771;0.488613904;0.32993108;-0.003607707;0.502405465;0.329945326;0.063911386;0.48964256;0.343303651;0.067751974;0.495388627;0.343436509;0.087107658;0.477995008;0.376669645;-0.077406198;0.523154914;0.395356029;0.100324742;0.429898888;0.391109645;-0.115075208;0.53893429;0.453315645;0.208959267;0.382244557;0.393478423;-0.099373862;0.531891048;0.448600262;0.330570668;0.368987113;0.397643328;-0.110887595;0.531836987;0.442945033;0.356937021;0.368331969;0.394307375;-0.101352543;0.530286968;0.433803171;0.345689654;0.371987373;0.393720299;-0.09349402;0.529359043;0.436196059;0.329282582;0.490258664;0.552130103;-0.053970989;0.514217615;0.552428484;0.053711098;0.484330952;0.674216688;-0.038371101;0.496914059;0.667521596;0.07557039;0.488420159;0.796862662;-0.038640186;0.495962054;0.776848853;0.086925156;0.493426621;0.822426379;-0.038608931;0.4991135;0.802913249;0.088927202;0.465064526;0.791472673;-0.062629014;0.478271127;0.774762809;0.07323169
34;rotar;0.491617382;0.334866881;0.102880687;0.489877492;0.325942665;0.079675145;0.488108277;0.325815856;0.079631403;0.486064583;0.325724036;0.079636537;0.495056599;0.325627655;0.094795503;0.496953696;0.325323462;0.094775654;0.498791575;0.325073212;0.094687127;0.488267332;0.329221934;0.004454958;0.503122985;0.32978344;0.07081034;0.489775032;0.342540711;0.07911554;0.495385855;0.342645407;0.098167032;0.476047069;0.376695216;-0.070576213;0.524540305;0.395198941;0.102854863;0.427512586;0.391559333;-0.113519467;0.54195255;0.45288536;0.209594652;0.378005207;0.394899398;-0.107301258;0.536179841;0.448595434;0.330167502;0.365178376;0.399690509;-0.120821245;0.535633266;0.443576306;0.356449187;0.364491731;0.396138608;-0.110931069;0.534297824;0.436407775;0.346771508;0.368003905;0.395269156;-0.101620413;0.534115136;0.438100606;0.329816043;0.488598168;0.552016079;-0.052646257;0.5145244;0.55203414;0.052401859;0.48376289;0.67686379;-0.036808696;0.49881354;0.670432508;0.07469561;0.488497287;0.797069848;-0.032737054;0.496675909;0.778817594;0.09478499;0.49303028;0.822662294;-0.032419838;0.499432832;0.804401755;0.097369105;0.464090794;0.793375015;-0.059656192;0.481042892;0.775048614;0.078935415
35;rotar;0.492756337;0.334007293;0.112324454;0.490678042;0.325266689;0.089107141;0.4887577;0.325157017;0.089057676;0.486553162;0.325080663;0.089064576;0.496373445;0.324893326;0.101477526;0.498381943;0.324600607;0.101458043;0.500382245;0.324391097;0.101361051;0.48810634;0.32862094;0.011796564;0.504560471;0.329502642;0.067021504;0.490279078;0.341839761;0.087964147;0.496466428;0.341914177;0.103536099;0.473603219;0.376823902;-0.057304088;0.526433766;0.396010101;0.092997819;0.424408346;0.392469496;-0.094838142;0.549140871;0.455076456;0.18539685;0.374444783;0.396999091;-0.09125717;0.53997004;0.449479908;0.292705059;0.362569481;0.402097374;-0.104383186;0.540043592;0.443951458;0.314102381;0.361757547;0.397977263;-0.095393144;0.536015093;0.439298481;0.306610852;0.364949346;0.397071064;-0.086306736;0.53579843;0.440911144;0.293049872;0.48583141;0.55204463;-0.046609931;0.51488173;0.55198878;0.046369478;0.482843518;0.679445267;-0.03278441;0.499807417;0.673645556;0.071705498;0.48887077;0.798546195;-0.025117354;0.496738493;0.78083545;0.097124793;0.493193686;0.823554695;-0.024857344;0.499409229;0.80607897;0.099924169;0.463727146;0.794134438;-0.052802168;0.482410759;0.774952888;0.080049723
36;rotar;0.493210852;0.332744449;0.125274494;0.490930349;0.324128389;0.102559514;0.488963574;0.324016273;0.102501526;0.486710697;0.323946565;0.102511473;0.496934146;0.323771894;0.111716039;0.499055415;0.323509574;0.111701868;0.501192153;0.323341548;0.111602336;0.487731367;0.327774018;0.023946125;0.505375206;0.328738689;0.065102205;0.490373552;0.340875745;0.100523382;0.497066528;0.340903521;0.111938171;0.472082615;0.37687555;-0.043132618;0.527338326;0.395433962;0.076468147;0.422332585;0.394342422;-0.077304177;0.551514804;0.454579413;0.155484274;0.376582652;0.399957746;-0.073217459;0.544438779;0.452602506;0.251897544;0.364591748;0.405382991;-0.085545853;0.543506861;0.451469243;0.26876238;0.364077598;0.401144296;-0.078443334;0.541685998;0.45141077;0.264131516;0.367596745;0.400421083;-0.069258802;0.538997948;0.451426446;0.252965003;0.484395415;0.552043855;-0.040652011;0.515201986;0.5517416;0.040399287;0.482031286;0.67962265;-0.031791653;0.501711607;0.674615204;0.070427917;0.489244163;0.799766243;-0.024602009;0.497674942;0.781093776;0.097306766;0.493386537;0.824053645;-0.02465293;0.499523997;0.805445731;0.100013383;0.464451522;0.794476271;-0.053590693;0.486644208;0.775075853;0.080203928
37;rotar;0.494177997;0.332012057;0.132825881;0.491555601;0.323364198;0.110527232;0.489452451;0.323271126;0.110460572;0.487109214;0.323227078;0.11047028;0.497910321;0.323165238;0.116910696;0.500071168;0.323013425;0.116903812;0.502223909;0.322953224;0.116801612;0.48762238;0.327496499;0.031649992;0.506345034;0.328544319;0.061257266;0.490751207;0.340575099;0.108051337;0.498024851;0.340746373;0.115803011;0.469970763;0.376972377;-0.034069829;0.527967274;0.395073205;0.062873319;0.419639498;0.396239251;-0.064593688;0.555637062;0.453387648;0.136042029;0.373592794;0.402981848;-0.063924223;0.552716136;0.452964425;0.235277489;0.362162143;0.408667266;-0.075784825;0.552367568;0.453590661;0.250244826;0.361760259;0.405141801;-0.070454352;0.551376045;0.453636438;0.249484554;0.364988297;0.404744893;-0.060745489;0.549974561;0.453830272;0.238062128;0.483544052;0.551733315;-0.036689594;0.515329838;0.551188707;0.036394678;0.481136411;0.679598689;-0.029489813;0.503574193;0.674601376;0.067988589;0.489226878;0.800361454;-0.019549299;0.498770356;0.780537724;0.096526511;0.493217438;0.824602664;-0.019260129;0.500174463;0.804743469;0.099219844;0.464925349;0.79637289;-0.047618646;0.49255237;0.794130206;0.07869336
38;rotar;0.496348351;0.331668079;0.135697976;0.493427724;0.323035479;0.113040537;0.491062611;0.322919726;0.112969063;0.488576323;0.322849602;0.112970263;0.499935418;0.322945088;0.118188195;0.502024353;0.322843343;0.118182942;0.504020393;0.322825938;0.118082561;0.487675488;0.327260494;0.033113986;0.507799983;0.328495204;0.058709603;0.492379397;0.340503126;0.110858068;0.500075519;0.340777725;0.117011063;0.469160944;0.377010584;-0.033835985;0.528651357;0.394838065;0.055320118;0.418357283;0.39816469;-0.068025559;0.560088515;0.452471644;0.11872492;0.37349841;0.404952884;-0.071532123;0.559809983;0.454077989;0.209619492;0.362133592;0.411551952;-0.084627964;0.562852263;0.456435919;0.222325742;0.361810625;0.408853531;-0.078384757;0.559126616;0.456757545;0.223079816;0.365162939;0.408383757;-0.068296343;0.557534635;0.45604232;0.212742954;0.482894421;0.5511657;-0.036677729;0.515217185;0.550710142;0.036362112;0.480885565;0.679284751;-0.029992694;0.50449127;0.674013376;0.074436717;0.489123434;0.800574899;-0.015574452;0.500400186;0.780501008;0.119719975;0.493304104;0.8250857;-0.014824616;0.50199461;0.80138886;0.123962373;0.465033621;0.797920525;-0.045134593;0.493891388;0.797680378;0.103675298
39;rotar;0.498998225;0.331715792;0.140136331;0.495881647;0.323043197;0.118484512;0.493392617;0.322926491;0.118416995;0.490797102;0.32285589;0.118417345;0.502181292;0.322954088;0.122357279;0.504065454;0.322852641;0.122355364;0.505898237;0.322831959;0.122254945;0.488236934;0.327271402;0.040916663;0.509466052;0.328496486;0.058607869;0.49488309;0.34065935;0.116182119;0.50237298;0.340991288;0.120750077;0.469271839;0.377037674;-0.022030933;0.529105484;0.39417094;0.052934006;0.419489563;0.399678677;-0.056938969;0.558223009;0.446642607;0.102782026;0.375420839;0.408264428;-0.069074132;0.57124263;0.455990314;0.180043116;0.363865048;0.414626867;-0.082373388;0.577227831;0.462340742;0.190261349;0.36359337;0.412058324;-0.075295441;0.574377477;0.460922211;0.192267269;0.367299616;0.411949366;-0.065682627;0.571207225;0.459340185;0.183754832;0.482463181;0.550398171;-0.035080474;0.515348017;0.549510837;0.034731388;0.481088579;0.678920925;-0.023297159;0.505720437;0.673731327;0.072813168;0.489238411;0.800438643;0.000916981;0.50198704;0.780321956;0.117530979;0.493455797;0.824891508;0.002394261;0.503565252;0.799816906;0.121647045;0.466053843;0.798145533;-0.028510006;0.49759531;0.798407793;0.09948013
40;rotar;0.500584006;0.331749976;0.124923505;0.497665197;0.323050082;0.10283719;0.495298594;0.322932631;0.102778681;0.492792964;0.322871834;0.102778643;0.503713012;0.322967529;0.107449904;0.505579293;0.322873622;0.107442841;0.507497251;0.322860122;0.107351348;0.489574075;0.327462375;0.026805084;0.511246085;0.328577816;0.046173856;0.496830165;0.340767145;0.10166309;0.50401032;0.341168463;0.107306071;0.469903678;0.377194434;-0.031337958;0.530542195;0.394062787;0.038262788;0.419659585;0.400298387;-0.067765638;0.559994817;0.441618532;0.0806638;0.37559244;0.411386609;-0.085138388;0.578486025;0.458728403;0.147726282;0.364486039;0.417368799;-0.099858053;0.585831523;0.467040449;0.155498534;0.364445001;0.41547069;-0.092152819;0.584275544;0.465830207;0.157461032;0.368150055;0.41543892;-0.081705011;0.579986215;0.463674843;0.151268482;0.481744975;0.549685419;-0.034324955;0.515114069;0.548720896;0.033962175;0.481281221;0.678685486;-0.020820716;0.50649178;0.673386157;0.073473766;0.489273101;0.800675929;0.008241985;0.503730774;0.780057371;0.122505382;0.493480235;0.82514286;0.010159566;0.505115867;0.799553514;0.127206951;0.468231738;0.798436463;-0.02275864;0.501597643;0.799507797;0.10235355
41;rotar;0.501425207;0.33154583;0.135769933;0.498616368;0.322916836;0.113663338;0.496326178;0.322826833;0.113603301;0.493925691;0.322801799;0.113596909;0.504548848;0.32287088;0.117297038;0.506426632;0.322813451;0.117287397;0.508381069;0.322830498;0.117193647;0.490592092;0.327542692;0.035886228;0.512252927;0.328635186;0.048599932;0.49785465;0.340720624;0.112019919;0.505042911;0.341205418;0.11634738;0.469947606;0.377821475;-0.022556035;0.531819403;0.394012243;0.044928454;0.420173317;0.400640428;-0.054764431;0.560765266;0.43754223;0.088840947;0.377553344;0.413175076;-0.06748084;0.580149233;0.458147377;0.15864411;0.36642918;0.418876767;-0.081706762;0.589149773;0.465031147;0.166404679;0.366282344;0.417042762;-0.074260354;0.58811295;0.463863671;0.169203773;0.369984984;0.417059481;-0.06415423;0.582995534;0.46207279;0.162458509;0.481354892;0.549550653;-0.033490609;0.515221477;0.548631191;0.033124827;0.481504589;0.679402411;-0.015331938;0.507344186;0.673853457;0.071678557;0.489340037;0.802570105;0.018024463;0.506115139;0.779951751;0.121845476;0.493584037;0.825629413;0.020349981;0.50680989;0.800223589;0.126695678;0.469974428;0.798955977;-0.012225034;0.503546059;0.801401198;0.101543896
42;rotar;0.502109885;0.33157447;0.092583261;0.499497443;0.322946578;0.069931082;0.497271001;0.322848469;0.06989266;0.494961292;0.322819382;0.069884814;0.50523752;0.322961658;0.070644706;0.507077813;0.322933167;0.070626162;0.508983612;0.322972327;0.070547417;0.491445333;0.327846736;-0.004074824;0.512715757;0.328852326;0.001918989;0.498672128;0.340738624;0.070819005;0.505539536;0.341348231;0.071281657;0.469715476;0.37901029;-0.049888644;0.532439828;0.393896729;-0.001033182;0.420844257;0.401541114;-0.064806394;0.562365472;0.43243435;0.035797097;0.378026217;0.413954943;-0.116215229;0.587159991;0.456652492;0.09366066;0.366921902;0.420392454;-0.135326609;0.597834766;0.463820279;0.098201677;0.366750449;0.418534309;-0.128518566;0.59620297;0.462704182;0.100183375;0.370618314;0.418195248;-0.113796741;0.591086209;0.461058825;0.097257085;0.481517255;0.549290121;-0.029758256;0.515734255;0.548030734;0.029380988;0.482593924;0.679237902;-0.001512453;0.508777976;0.674035132;0.072199024;0.48936522;0.802682161;0.042548671;0.508716047;0.780666351;0.127890542;0.493600756;0.825616062;0.045846935;0.508538842;0.801909864;0.133175284;0.47135371;0.798631787;0.010612183;0.507149339;0.801461041;0.103732586
